# Original Index for ladder proteins useable with TwoSix 100K chip
# Author: Jed Singer
dataset,name
Rocklin,HEEH_rd2_0515
Rocklin,HEEH_rd2_0569
Rocklin,HEEH_rd2_0590
Rocklin,HEEH_rd2_0619
Rocklin,HEEH_rd2_0653
Rocklin,HEEH_rd2_0662
Rocklin,HEEH_rd2_0670
Rocklin,HEEH_rd2_0681
Rocklin,HEEH_rd2_0749
Rocklin,HEEH_rd2_0774
Rocklin,HEEH_rd2_0806
Rocklin,HEEH_rd2_0849
Rocklin,HEEH_rd2_0871
Rocklin,HEEH_rd2_0922
Rocklin,HEEH_rd2_0931
Rocklin,HEEH_rd2_0939
Rocklin,HEEH_rd2_0976
Rocklin,HEEH_rd2_0979
Rocklin,HEEH_rd2_0980
Rocklin,HEEH_rd2_0986
Rocklin,HEEH_rd2_1054
Rocklin,HEEH_rd2_1113
Rocklin,HEEH_rd2_1128
Rocklin,HEEH_rd2_1167
Rocklin,HEEH_rd2_1184
Rocklin,HEEH_rd2_1200
Rocklin,HEEH_rd2_1246
Rocklin,HEEH_rd2_1282
Rocklin,HEEH_rd2_1297
Rocklin,HEEH_rd3_0042
Rocklin,HEEH_rd3_0066
Rocklin,HEEH_rd3_0078
Rocklin,HEEH_rd3_0104
Rocklin,HEEH_rd3_0157
Rocklin,HEEH_rd3_0173
Rocklin,HEEH_rd3_0204
Rocklin,HEEH_rd3_0214
Rocklin,HEEH_rd3_0217
Rocklin,HEEH_rd3_0219
Rocklin,HEEH_rd3_0225
Rocklin,HEEH_rd3_0279
Rocklin,HEEH_rd3_0305
Rocklin,HEEH_rd3_0308
Rocklin,HEEH_rd3_0331
Rocklin,HEEH_rd3_0333
Rocklin,HEEH_rd3_0335
Rocklin,HEEH_rd3_0366
Rocklin,HEEH_rd3_0374
Rocklin,HEEH_rd3_0392
Rocklin,HEEH_rd3_0418
Rocklin,HEEH_rd3_0429
Rocklin,HEEH_rd3_0434
Rocklin,HEEH_rd3_0448
Rocklin,HEEH_rd3_0456
Rocklin,HEEH_rd3_0465
Rocklin,HEEH_rd3_0476
Rocklin,HEEH_rd3_0506
Rocklin,HEEH_rd3_0542
Rocklin,HEEH_rd3_0548
Rocklin,HEEH_rd3_0549
Rocklin,HEEH_rd3_0558
Rocklin,HEEH_rd3_0564
Rocklin,HEEH_rd3_0571
Rocklin,HEEH_rd3_0596
Rocklin,HEEH_rd3_0612
Rocklin,HEEH_rd3_0661
Rocklin,HEEH_rd3_0758
Rocklin,HEEH_rd3_0760
Rocklin,HEEH_rd3_0770
Rocklin,HEEH_rd3_0804
Rocklin,HEEH_rd3_0805
Rocklin,HEEH_rd3_0829
Rocklin,HEEH_rd3_0840
Rocklin,HEEH_rd3_0865
Rocklin,HEEH_rd3_0875
Rocklin,HEEH_rd3_0885
Rocklin,HEEH_rd3_0915
Rocklin,HEEH_rd3_0930
Rocklin,HEEH_rd3_0932
Rocklin,HEEH_rd3_0936
Rocklin,HEEH_rd3_0965
Rocklin,HEEH_rd3_1007
Rocklin,HEEH_rd3_1011
Rocklin,HEEH_rd3_1085
Rocklin,HEEH_rd3_1090
Rocklin,HEEH_rd3_1100
Rocklin,HEEH_rd3_1104
Rocklin,HEEH_rd3_1120
Rocklin,HEEH_rd3_1121
Rocklin,HEEH_rd3_1139
Rocklin,HEEH_rd3_1205
Rocklin,HEEH_rd3_1208
Rocklin,HEEH_rd3_1209
Rocklin,HEEH_rd3_1214
Rocklin,HEEH_rd3_1221
Rocklin,HEEH_rd3_1238
Rocklin,HEEH_rd3_1249
Rocklin,HEEH_rd3_1268
Rocklin,HEEH_rd3_1279
Rocklin,HEEH_rd3_1282
Rocklin,HEEH_rd3_1326
Rocklin,HEEH_rd3_1337
Rocklin,HEEH_rd3_1340
Rocklin,HEEH_rd3_1455
Rocklin,HEEH_rd3_1458
Rocklin,HEEH_rd3_1460
Rocklin,HEEH_rd3_1471
Rocklin,HEEH_rd3_1477
Rocklin,HEEH_rd3_1486
Rocklin,HEEH_rd3_1500
Rocklin,HEEH_rd3_1528
Rocklin,HEEH_rd3_1541
Rocklin,HEEH_rd3_1565
Rocklin,HEEH_rd3_1587
Rocklin,HEEH_rd3_1593
Rocklin,HEEH_rd3_1601
Rocklin,HEEH_rd3_1605
Rocklin,HEEH_rd3_1631
Rocklin,HEEH_rd3_1635
Rocklin,HEEH_rd3_1649
Rocklin,HEEH_rd3_1653
Rocklin,HEEH_rd3_1702
Rocklin,HEEH_rd3_1723
Rocklin,HEEH_rd3_1744
Rocklin,HEEH_rd3_1756
Rocklin,HEEH_rd3_1818
Rocklin,HEEH_rd3_1821
Rocklin,HEEH_rd3_1826
Rocklin,HEEH_rd4_0012
Rocklin,HEEH_rd4_0021
Rocklin,HEEH_rd4_0049
Rocklin,HEEH_rd4_0066
Rocklin,HEEH_rd4_0074
Rocklin,HEEH_rd4_0118
Rocklin,HEEH_rd4_0122
Rocklin,HEEH_rd4_0125
Rocklin,HEEH_rd4_0150
Rocklin,HEEH_rd4_0161
Rocklin,HEEH_rd4_0162
Rocklin,HEEH_rd4_0163
Rocklin,HEEH_rd4_0172
Rocklin,HEEH_rd4_0197
Rocklin,HEEH_rd4_0222
Rocklin,HEEH_rd4_0226
Rocklin,HEEH_rd4_0229
Rocklin,HEEH_rd4_0247
Rocklin,HEEH_rd4_0255
Rocklin,HEEH_rd4_0265
Rocklin,HEEH_rd4_0293
Rocklin,HEEH_rd4_0305
Rocklin,HEEH_rd4_0311
Rocklin,HEEH_rd4_0316
Rocklin,HEEH_rd4_0325
Rocklin,HEEH_rd4_0373
Rocklin,HEEH_rd4_0394
Rocklin,HEEH_rd4_0438
Rocklin,HEEH_rd4_0453
Rocklin,HEEH_rd4_0461
Rocklin,HEEH_rd4_0468
Rocklin,HEEH_rd4_0473
Rocklin,HEEH_rd4_0474
Rocklin,HEEH_rd4_0521
Rocklin,HEEH_rd4_0524
Rocklin,HEEH_rd4_0526
Rocklin,HEEH_rd4_0531
Rocklin,HEEH_rd4_0533
Rocklin,HEEH_rd4_0534
Rocklin,HEEH_rd4_0537
Rocklin,HEEH_rd4_0552
Rocklin,HEEH_rd4_0571
Rocklin,HEEH_rd4_0595
Rocklin,HEEH_rd4_0630
Rocklin,HEEH_rd4_0636
Rocklin,HEEH_rd4_0662
Rocklin,HEEH_rd4_0686
Rocklin,HEEH_rd4_0701
Rocklin,HEEH_rd4_0708
Rocklin,HEEH_rd4_0715
Rocklin,HEEH_rd4_0731
Rocklin,HEEH_rd4_0759
Rocklin,HEEH_rd4_0784
Rocklin,HEEH_rd4_0788
Rocklin,HEEH_rd4_0796
Rocklin,HEEH_rd4_0797
Rocklin,HEEH_rd4_0798
Rocklin,HEEH_rd4_0819
Rocklin,HEEH_rd4_0838
Rocklin,HEEH_rd4_0846
Rocklin,HEEH_rd4_0857
Rocklin,HEEH_rd4_0861
Rocklin,HEEH_rd4_0894
Rocklin,HEEH_rd4_0912
Rocklin,HEEH_rd4_0934
Rocklin,HEEH_rd4_0939
Rocklin,HEEH_rd4_0947
Rocklin,HEEH_rd4_0966
Rocklin,HEEH_rd4_0971
Rocklin,HEEH_rd4_0988
Rocklin,HHH_rd1_0037
Rocklin,HHH_rd1_0051
Rocklin,HHH_rd1_0078
Rocklin,HHH_rd1_0125
Rocklin,HHH_rd1_0131
Rocklin,HHH_rd1_0134
Rocklin,HHH_rd1_0159
Rocklin,HHH_rd1_0174
Rocklin,HHH_rd1_0233
Rocklin,HHH_rd1_0248
Rocklin,HHH_rd1_0264
Rocklin,HHH_rd1_0267
Rocklin,HHH_rd1_0302
Rocklin,HHH_rd1_0304
Rocklin,HHH_rd1_0329
Rocklin,HHH_rd1_0346
Rocklin,HHH_rd1_0347
Rocklin,HHH_rd1_0376
Rocklin,HHH_rd1_0400
Rocklin,HHH_rd1_0404
Rocklin,HHH_rd1_0425
Rocklin,HHH_rd1_0430
Rocklin,HHH_rd1_0431
Rocklin,HHH_rd1_0461
Rocklin,HHH_rd1_0467
Rocklin,HHH_rd1_0481
Rocklin,HHH_rd1_0552
Rocklin,HHH_rd1_0558
Rocklin,HHH_rd1_0565
Rocklin,HHH_rd1_0577
Rocklin,HHH_rd1_0592
Rocklin,HHH_rd1_0596
Rocklin,HHH_rd1_0602
Rocklin,HHH_rd1_0623
Rocklin,HHH_rd1_0638
Rocklin,HHH_rd1_0658
Rocklin,HHH_rd1_0722
Rocklin,HHH_rd1_0763
Rocklin,HHH_rd1_0779
Rocklin,HHH_rd1_0792
Rocklin,HHH_rd1_0806
Rocklin,HHH_rd1_0831
Rocklin,HHH_rd1_0842
Rocklin,HHH_rd1_0846
Rocklin,HHH_rd1_0859
Rocklin,HHH_rd1_0872
Rocklin,HHH_rd1_0940
Rocklin,HHH_rd1_0962
Rocklin,HHH_rd1_0984
Rocklin,HHH_rd1_0999
Rocklin,HHH_rd2_0018
Rocklin,HHH_rd2_0067
Rocklin,HHH_rd2_0083
Rocklin,HHH_rd2_0091
Rocklin,HHH_rd2_0114
Rocklin,HHH_rd2_0134
Rocklin,HHH_rd2_0153
Rocklin,HHH_rd2_0167
Rocklin,HHH_rd2_0233
Rocklin,HHH_rd3_0005
Rocklin,HHH_rd3_0023
Rocklin,HHH_rd3_0031
Rocklin,HHH_rd3_0054
Rocklin,HHH_rd3_0066
Rocklin,HHH_rd3_0109
Rocklin,HHH_rd3_0138
Rocklin,HHH_rd3_0161
Rocklin,HHH_rd3_0162
Rocklin,HHH_rd3_0178
Rocklin,HHH_rd3_0203
Rocklin,HHH_rd3_0221
Rocklin,HHH_rd3_0237
Rocklin,HHH_rd4_0004
Rocklin,HHH_rd4_0045
Rocklin,HHH_rd4_0046
Rocklin,HHH_rd4_0051
Rocklin,HHH_rd4_0072
Rocklin,HHH_rd4_0104
Rocklin,HHH_rd4_0115
Rocklin,HHH_rd4_0165
Rocklin,HHH_rd4_0175
Rocklin,HHH_rd4_0201
Rocklin,HHH_rd4_0207
Rocklin,HHH_rd4_0259
Rocklin,HHH_rd4_0268
Rocklin,HHH_rd4_0313
Rocklin,HHH_rd4_0319
Rocklin,HHH_rd4_0339
Rocklin,HHH_rd4_0340
Rocklin,HHH_rd4_0344
Rocklin,HHH_rd4_0350
Rocklin,HHH_rd4_0392
Rocklin,HHH_rd4_0408
Rocklin,HHH_rd4_0411
Rocklin,HHH_rd4_0433
Rocklin,HHH_rd4_0441
Rocklin,HHH_rd4_0457
Rocklin,HHH_rd4_0485
Rocklin,HHH_rd4_0519
Rocklin,HHH_rd4_0533
Rocklin,HHH_rd4_0545
Rocklin,HHH_rd4_0548
Rocklin,HHH_rd4_0551
Rocklin,HHH_rd4_0552
Rocklin,HHH_rd4_0559
Rocklin,HHH_rd4_0574
Rocklin,HHH_rd4_0597
Rocklin,HHH_rd4_0606
Rocklin,HHH_rd4_0615
Rocklin,HHH_rd4_0625
Rocklin,HHH_rd4_0632
Rocklin,HHH_rd4_0662
Rocklin,HHH_rd4_0713
Rocklin,HHH_rd4_0715
Rocklin,HHH_rd4_0722
Rocklin,HHH_rd4_0761
Rocklin,HHH_rd4_0767
Rocklin,HHH_rd4_0780
Rocklin,HHH_rd4_0803
Rocklin,HHH_rd4_0816
Rocklin,HHH_rd4_0819
Rocklin,HHH_rd4_0821
Rocklin,HHH_rd4_0897
Rocklin,HHH_rd4_0899
Rocklin,HHH_rd4_0900
Rocklin,HHH_rd4_0906
Rocklin,HHH_rd4_0935
Rocklin,HHH_rd4_0998
